Node,X,Y
0,0.356545765813433,0.3277127100379429
1,0.8441426309443808,0.7073424516434926
2,0.16252593532213422,0.9759426279616019
3,0.6583000542348116,0.5171810165171499
4,0.34665058712124763,0.6186369262301855
5,0.7215429285312087,0.06628354662427194
6,0.9828713859340761,0.6872480416636435
7,0.4602329336967228,0.030023701449079176
8,0.2458866896921167,0.9024377818654498
9,0.6648499945387445,0.8292885649550626
10,0.5273123883437906,0.750247040085042
11,0.9794724377482056,0.18407677647582765
12,0.5523699834958393,0.9632559163769531
13,0.952019878031664,0.5790590764660842
14,0.9184263472922791,0.7052775585107096
15,0.8408616891817496,0.021378400802090414
16,0.02572593221555386,0.2872848444916707
17,0.2712901571257038,0.1338402280644232
18,0.8645090152455178,0.5605662643442075
19,0.26592591625865414,0.7631083361202595
20,0.41855352931067313,0.9456718700215738
21,0.9011877989003167,0.3898960621530102
22,0.17592065010154678,0.722277449082241
23,0.6496962071762374,0.6202158503300901
24,0.46982181889118513,0.5656793301351475
25,0.8205064254209866,0.21208055305303208
26,0.005539502759596582,0.47209991382016736
27,0.1544107384807969,0.19280284418150873
28,0.7064341584151942,0.787389684537203
29,0.6385720370221284,0.5442841092481734
30,0.6020656996054833,0.6460063733325571
31,0.49145421888639584,0.9645427467024633
32,0.7425082698529346,0.683378891927322
33,0.10763698529754706,0.8618129858323622
34,0.5519537809798354,0.39684644733823016
35,0.717904105438001,0.2390287218218391
36,0.5962535425939599,0.2983533689540817
37,0.7076248509748175,0.959181722032932
38,0.5556661825726371,0.09291520695825284
39,0.14222668277312567,0.7303353566301588
40,0.11458849323086362,0.5552596467499886
41,0.17754321917477223,0.9750882567809921
42,0.049988969490879054,0.3738974199610464
43,0.47178362867871004,0.3339388633144166
44,0.23144123139546147,0.34167198139155663
45,0.8162776379021796,0.11793727783660557
46,0.7044561024803119,0.9323350508132587
47,0.4275164014554419,0.8723327408810267
48,0.686067374185059,0.08519951861845954
49,0.5082469075096,0.7780654865765708
50,0.025586862088687323,0.9551119152035877
51,0.7385507973922422,0.7409737308269415
52,0.986434196091888,0.2467540108532521
53,0.06429686173737714,0.18224328944618584
54,0.9317381820189191,0.4038944512617816
55,0.7734357943455362,0.14058460480060475
56,0.9252390318344994,0.26897321968280696
57,0.546380039957968,0.666657081242072
58,0.3215714691103645,0.28205372086745994
59,0.6511302273720964,0.9692829220374609
60,0.30324861053004826,0.19456662388598178
61,0.082920021151758,0.0193324601616498
62,0.9153962692553294,0.1527399506383581
63,0.5307134631692362,0.9471948838945402
64,0.5068629232514373,0.40537872817770326
65,0.38172744840804207,0.32803673331557026
66,0.6641803244907064,0.4320268524698814
67,0.5801521409827415,0.11600302532083029
68,0.4716645651439192,0.33880613850247443
69,0.8532967986337197,0.33679680297561876
70,0.5302120933539595,0.8740924893159319
71,0.4105507415502624,0.35719510844717617
72,0.11334521120240859,0.028506092710434583
73,0.24546223931376743,0.04010261104876056
74,0.7228360169377915,0.21729452104467983
75,0.5035346838663487,0.11643037564131731
76,0.4776536975205484,0.2783777054693586
77,0.873032245920145,0.293973398324183
78,0.6454236778893644,0.8308211566969709
79,0.5002304645620264,0.45353085204324983
80,0.20293361061485404,0.5035100387692585
81,0.6405402120903747,0.6658677062398033
82,0.1871021572028423,0.8719887756434708
83,0.55303493671522,0.38588115238508736
84,0.0069900708253179955,0.5554591243965782
85,0.7764510445645517,0.34365755078200966
86,0.15766062012182147,0.28906601286225164
87,0.5235969305803744,0.663410420291092
88,0.7123572808948467,0.8979455602552677
89,0.16201392759559707,0.08745027126357807
90,0.046442524623864556,0.9069249829753143
91,0.6896627476162901,0.37505741500209944
92,0.7250298288582006,0.4683161861037274
93,0.32706047399740645,0.5973286523985394
94,0.40329024986694506,0.30558864827571364
95,0.01157318869559154,0.12734660798399633
96,0.6894140684240674,0.6382769990095081
97,0.3414022966540632,0.9123674290208516
98,0.10142746765231314,0.9817729377356461
99,0.9880421650910967,0.06969268410844398
100,0.8480459378652463,0.8237023045874117
101,0.9447609506211623,0.4661770094848269
102,0.5244507383996431,0.0718887898724837
103,0.9840530639155958,0.7718892348894271
104,0.24988803596219744,0.004038607800076699
105,0.6455734293973615,0.8813157981714458
106,0.11401965080404586,0.024673668172852437
107,0.782475561617221,0.45447680821415615
108,0.23226306671339214,0.39656891771780267
109,0.9047457283771193,0.5072099274368825
110,0.662959383809134,0.9640224179194011
111,0.9471093799169261,0.47527154377122205
112,0.9035585712244737,0.8526248396418705
113,0.4087873496775689,0.005448198096705714
114,0.2334786096889927,0.37674613966040094
115,0.31494872664102824,0.6510894521822851
116,0.3456573760546958,0.37744869400562353
117,0.12974239514933483,0.8273456273004413
118,0.32614542406640123,0.38264850054234034
119,0.9782282064450533,0.18335574787818498
120,0.8100334696206396,0.19130936002048549
121,0.9829998727263758,0.13496169835574734
122,0.22948309080255258,0.1306676878986731
123,0.2940699098742515,0.515303744238666
124,0.12869745762735174,0.5933528557664769
125,0.9317164165892736,0.18958205555009666
126,0.4991624682523249,0.7713637212476291
127,0.7655385766628465,0.3271938704491132
128,0.10643204744505641,0.13063426397840905
129,0.0424427577453238,0.17075455148469088
130,0.44858421557728856,0.2761834804701965
131,0.2222522522428667,0.5261952017789322
132,0.041854929859943546,0.6875879606503207
133,0.1419163511995215,0.2548123572377825
134,0.5089919332138847,0.21716711170446412
135,0.45776451187486045,0.6457222797436801
136,0.9496006846567749,0.09076385871308612
137,0.2778043881541288,0.5882213074445132
138,0.033414902419790504,0.6736979925858082
139,0.5028599912790921,0.7203763024086142
140,0.08373837463729827,0.45993133539102093
141,0.6030750557235343,0.7760739753018823
142,0.4952865682580422,0.22924442348546792
143,0.7362593526190159,0.3693586785140649
144,0.5585457152052579,0.6408339856407356
145,0.07204768011477414,0.5269490233174436
146,0.4010140183260045,0.5349866267727834
147,0.6151548771698091,0.6008158874818545
148,0.08204091062598273,0.1258594373890779
149,0.16461135682105288,0.9328057915852584
150,0.49318104275077823,0.8592665947013731
151,0.49775840004025174,0.30433408839538156
152,0.4905901771742832,0.9803348163948775
153,0.3023891341723429,0.41614284437448634
154,0.7283897733532055,0.6550322569821088
155,0.4080457233037944,0.9447324756113563
156,0.4871807530467792,0.9222800944810653
157,0.5515126759745584,0.29561349627835665
158,0.39884335027941253,0.4421414113624723
159,0.6461602785864845,0.42892844161005383
160,0.7354989009291065,0.6608478792337213
161,0.7177831542756131,0.772772998592778
162,0.3785742564340583,0.1839696197620886
163,0.9147373515443736,0.3361295057770727
164,0.5856097176832268,0.13558313018572254
165,0.24807316408765423,0.45144999652987716
166,0.27866682253652575,0.492032386984645
167,0.8953046338342727,0.31976301662309226
168,0.5304523256571426,0.28699903126917203
169,0.44704182768518397,0.9935242305866533
170,0.08997575778966904,0.39761608451913255
171,0.07495271303339313,0.8890883050200571
172,0.7289607984943385,0.3269307212293998
173,0.20639027033553115,0.8932059662645989
174,0.28453723039095347,0.5326279677809933
175,0.04426405892954166,0.8808077769117767
176,0.9062550762820478,0.9952607771316633
177,0.7823129907163073,0.5720399998847605
178,0.6516282444138641,0.28186485036265363
179,0.9177288696577837,0.5262387307372765
180,0.8252048694505641,0.6638455862157272
181,0.5916101964187905,0.6440985751090794
182,0.0022198735341008025,0.6972107923983506
183,0.920811615086238,0.6141287590642436
184,0.4942179302644114,0.9471699729566239
185,0.9977782958055965,0.6747864115031744
186,0.9888237830735503,0.9320917548219235
187,0.8160747066352291,0.6595481107284578
188,0.14973515687022199,0.784014958863936
189,0.6306758929452212,0.5869692693153025
190,0.765270376730076,0.20892730169471707
191,0.43199487651796664,0.2875267526086427
192,0.46510954799951787,0.24115803254276136
193,0.9574566815040878,0.1578980169255153
194,0.28867211515926683,0.3568109574524152
195,0.9302997650580843,0.04626376551067124
196,0.6633975783208942,0.6575486624775405
197,0.35784551600789005,0.668226149950436
198,0.5246614340809604,0.7068686372709918
199,0.41991468615164296,0.095258372108311

Edge,Source,Target,Capacity
,4,0,2
,4,10,2
,4,40,1
,4,44,1
,4,49,1
,4,57,2
,4,80,1
,4,82,2
,4,93,1
,4,97,2
,4,114,1
,4,116,2
,4,118,2
,4,123,2
,4,124,2
,4,135,1
,4,137,2
,4,146,2
,4,158,2
,4,165,1
,4,166,1
,4,188,2
,4,198,1
,17,0,1
,17,7,2
,17,16,1
,17,38,2
,17,44,1
,17,61,2
,17,71,1
,17,75,2
,17,76,2
,17,86,1
,17,89,1
,17,104,2
,17,114,1
,17,118,1
,17,134,1
,17,148,2
,17,151,1
,17,153,1
,17,192,2
,17,194,2
,17,199,2
,0,24,1
,0,27,2
,0,43,1
,0,58,1
,0,65,1
,0,80,2
,0,93,2
,0,108,1
,0,114,2
,0,116,2
,0,123,1
,0,134,1
,0,137,2
,0,142,2
,0,146,2
,0,162,2
,0,164,1
,0,166,2
,0,170,1
,0,174,2
,0,192,1
,0,194,1
,0,199,2
,34,0,2
,34,3,1
,34,23,1
,34,24,2
,34,30,1
,34,58,1
,34,64,1
,34,65,2
,34,67,2
,34,68,2
,34,71,2
,34,74,1
,34,75,1
,34,76,1
,34,83,2
,34,85,1
,34,91,1
,34,94,2
,34,116,2
,34,118,1
,34,127,2
,34,134,1
,34,135,2
,34,143,2
,34,151,1
,34,157,2
,34,158,2
,34,159,2
,34,174,2
,34,177,2
,34,181,2
,34,189,1
,34,190,2
,34,191,2
,34,194,1
,34,196,1
,36,0,1
,36,24,2
,36,29,1
,36,34,2
,36,43,1
,36,55,2
,36,58,2
,36,91,1
,36,94,2
,36,107,2
,36,116,2
,36,120,2
,36,127,1
,36,130,2
,36,134,2
,36,151,1
,36,157,1
,36,158,1
,36,162,1
,36,189,1
,36,191,2
,44,0,2
,44,26,2
,44,27,1
,44,42,1
,44,53,2
,44,58,2
,44,60,1
,44,71,1
,44,86,1
,44,108,2
,44,116,1
,44,123,2
,44,124,1
,44,128,2
,44,130,1
,44,131,2
,44,133,1
,44,140,1
,44,145,1
,44,146,1
,44,151,1
,44,153,1
,44,162,1
,44,170,2
,60,0,2
,60,16,1
,60,17,1
,60,27,2
,60,38,2
,60,53,1
,60,61,2
,60,64,2
,60,65,2
,60,67,2
,60,68,1
,60,71,2
,60,72,1
,60,75,2
,60,76,2
,60,86,1
,60,95,1
,60,102,2
,60,104,1
,60,106,1
,60,114,2
,60,116,1
,60,118,2
,60,128,2
,60,129,2
,60,130,2
,60,134,2
,60,142,1
,60,148,2
,60,151,1
,60,153,1
,60,158,2
,60,162,2
,60,164,2
,60,165,1
,60,166,1
,60,170,2
,60,191,2
,60,192,1
,60,194,2
,64,0,1
,64,4,2
,64,23,2
,64,24,2
,64,29,1
,64,30,1
,64,36,2
,64,44,1
,64,57,2
,64,58,2
,64,65,2
,64,67,2
,64,75,1
,64,83,1
,64,91,2
,64,92,2
,64,93,1
,64,94,2
,64,96,2
,64,114,1
,64,116,2
,64,118,1
,64,123,1
,64,127,2
,64,130,2
,64,134,1
,64,135,2
,64,142,2
,64,143,2
,64,153,2
,64,158,1
,64,159,1
,64,164,2
,64,166,1
,64,174,2
,64,181,2
,64,189,2
,64,191,1
,64,192,2
,64,194,1
,68,0,2
,68,17,2
,68,29,1
,68,35,1
,68,36,2
,68,38,2
,68,43,1
,68,44,1
,68,64,2
,68,71,2
,68,75,1
,68,83,2
,68,91,2
,68,92,1
,68,94,2
,68,102,2
,68,108,2
,68,114,1
,68,116,1
,68,118,1
,68,123,1
,68,127,1
,68,147,2
,68,151,1
,68,157,1
,68,158,1
,68,159,2
,68,164,1
,68,178,2
,68,189,2
,71,0,2
,71,3,1
,71,4,2
,71,24,1
,71,29,1
,71,36,2
,71,64,2
,71,65,2
,71,67,1
,71,75,2
,71,76,2
,71,83,1
,71,91,1
,71,93,1
,71,94,2
,71,108,2
,71,114,2
,71,118,1
,71,130,2
,71,131,2
,71,134,1
,71,142,2
,71,146,2
,71,159,1
,71,164,2
,71,166,2
,71,168,2
,71,191,1
,71,192,1
,75,0,2
,75,5,1
,75,35,1
,75,36,1
,75,65,1
,75,67,2
,75,83,2
,75,94,2
,75,130,1
,75,162,2
,75,164,1
,75,168,1
,75,178,2
,75,192,2
,76,0,1
,76,3,2
,76,7,1
,76,24,2
,76,35,1
,76,36,2
,76,43,1
,76,44,2
,76,64,2
,76,65,1
,76,66,2
,76,67,2
,76,68,2
,76,74,2
,76,75,2
,76,79,2
,76,91,1
,76,102,2
,76,108,2
,76,113,1
,76,118,1
,76,122,1
,76,123,1
,76,127,1
,76,130,1
,76,142,1
,76,146,2
,76,151,1
,76,153,2
,76,158,2
,76,159,2
,76,162,2
,76,168,1
,76,172,2
,76,191,1
,76,192,1
,76,194,1
,79,0,2
,79,4,1
,79,10,2
,79,23,2
,79,24,1
,79,29,1
,79,34,1
,79,36,1
,79,43,1
,79,44,1
,79,58,2
,79,64,1
,79,65,2
,79,66,1
,79,68,1
,79,71,1
,79,83,1
,79,85,2
,79,87,2
,79,91,1
,79,93,1
,79,107,1
,79,115,2
,79,123,1
,79,127,1
,79,131,1
,79,135,2
,79,137,1
,79,142,2
,79,143,1
,79,146,1
,79,147,1
,79,157,1
,79,162,1
,79,165,1
,79,166,1
,79,168,2
,79,174,1
,79,178,2
,79,192,1
,83,0,1
,83,3,2
,83,23,1
,83,36,2
,83,43,1
,83,57,2
,83,58,2
,83,65,1
,83,74,1
,83,76,1
,83,85,2
,83,87,1
,83,91,1
,83,92,2
,83,94,1
,83,96,2
,83,118,1
,83,123,1
,83,130,1
,83,147,1
,83,151,1
,83,158,1
,83,159,1
,83,162,2
,83,168,1
,83,177,2
,83,189,1
,83,190,1
,83,192,1
,83,194,1
,86,0,2
,86,53,2
,86,71,1
,86,72,1
,86,73,2
,86,94,1
,86,95,1
,86,114,2
,86,116,1
,86,118,2
,86,129,1
,86,133,1
,86,140,2
,86,153,1
,86,158,2
,86,162,1
,86,166,1
,86,170,2
,86,174,1
,86,191,1
,86,194,2
,94,0,2
,94,7,1
,94,17,2
,94,43,2
,94,44,2
,94,58,2
,94,60,2
,94,65,1
,94,66,2
,94,76,2
,94,79,1
,94,80,1
,94,91,1
,94,114,1
,94,118,2
,94,122,2
,94,123,2
,94,151,2
,94,157,2
,94,159,2
,94,162,1
,94,165,1
,94,166,2
,94,168,2
,94,174,2
,94,178,2
,94,192,1
,94,199,2
,118,0,2
,118,24,2
,118,27,1
,118,36,1
,118,43,2
,118,44,1
,118,79,1
,118,114,2
,118,115,2
,118,123,1
,118,130,1
,118,131,2
,118,133,1
,118,137,2
,118,142,2
,118,145,2
,118,151,1
,118,153,2
,118,157,2
,118,165,2
,118,168,2
,118,191,2
,118,192,1
,118,194,2
,122,0,2
,122,7,1
,122,17,1
,122,27,1
,122,44,2
,122,60,1
,122,61,2
,122,71,1
,122,75,1
,122,86,2
,122,89,1
,122,106,1
,122,108,2
,122,118,2
,122,128,2
,122,129,2
,122,130,1
,122,133,1
,122,162,2
,130,0,2
,130,7,1
,130,17,2
,130,34,1
,130,38,2
,130,58,2
,130,65,1
,130,67,1
,130,68,1
,130,74,1
,130,79,1
,130,86,1
,130,91,1
,130,94,1
,130,108,2
,130,113,1
,130,114,2
,130,134,2
,130,151,1
,130,153,1
,130,157,2
,130,158,2
,130,159,2
,130,162,1
,130,164,2
,130,165,2
,130,166,2
,130,168,2
,130,178,2
,130,191,2
,130,192,2
,131,0,1
,131,4,2
,131,19,2
,131,22,1
,131,24,2
,131,39,1
,131,40,2
,131,58,2
,131,65,2
,131,80,2
,131,84,2
,131,86,2
,131,94,1
,131,115,1
,131,116,1
,131,124,2
,131,132,1
,131,133,2
,131,135,1
,131,137,2
,131,138,1
,131,140,1
,131,146,2
,131,153,2
,131,165,1
,131,166,2
,131,174,1
,131,197,1
,133,0,2
,133,16,1
,133,17,2
,133,26,1
,133,27,2
,133,42,1
,133,58,1
,133,60,2
,133,71,2
,133,73,2
,133,94,1
,133,106,1
,133,108,2
,133,116,2
,133,145,2
,133,191,1
,151,0,2
,151,29,1
,151,58,1
,151,64,1
,151,65,1
,151,66,2
,151,71,1
,151,74,1
,151,75,2
,151,79,2
,151,114,1
,151,116,1
,151,123,2
,151,127,1
,151,134,2
,151,146,1
,151,157,1
,151,159,2
,151,168,2
,151,191,1
,153,0,1
,153,4,2
,153,24,2
,153,34,2
,153,43,1
,153,58,1
,153,68,2
,153,71,2
,153,79,1
,153,80,1
,153,83,1
,153,94,1
,153,108,2
,153,114,2
,153,116,2
,153,122,2
,153,123,2
,153,124,1
,153,133,2
,153,135,1
,153,145,2
,153,146,1
,153,151,2
,153,157,1
,153,168,1
,153,174,1
,153,194,2
,157,0,1
,157,7,1
,157,29,1
,157,35,2
,157,43,2
,157,60,1
,157,64,1
,157,65,1
,157,66,2
,157,71,2
,157,75,1
,157,76,2
,157,83,2
,157,91,2
,157,120,1
,157,143,1
,157,158,1
,157,164,1
,157,172,2
,157,178,2
,157,191,2
,157,192,1
,157,199,1
,158,0,2
,158,3,2
,158,24,1
,158,29,1
,158,30,1
,158,44,2
,158,57,2
,158,66,1
,158,71,2
,158,79,2
,158,80,2
,158,87,2
,158,93,1
,158,94,1
,158,108,2
,158,115,1
,158,116,1
,158,118,2
,158,123,1
,158,131,2
,158,134,2
,158,135,1
,158,139,2
,158,146,1
,158,147,1
,158,151,1
,158,153,1
,158,165,1
,158,166,2
,158,178,2
,158,194,1
,158,198,1
,165,0,2
,165,16,2
,165,22,2
,165,26,1
,165,42,1
,165,44,2
,165,58,1
,165,64,1
,165,65,1
,165,68,1
,165,71,1
,165,76,2
,165,84,1
,165,86,2
,165,93,2
,165,108,1
,165,123,2
,165,133,2
,165,140,1
,165,145,1
,165,151,2
,165,153,1
,165,162,1
,165,170,2
,165,174,2
,165,191,2
,165,194,1
,168,0,1
,168,3,1
,168,24,1
,168,25,1
,168,34,1
,168,36,1
,168,38,2
,168,43,1
,168,48,1
,168,55,2
,168,58,1
,168,60,1
,168,64,1
,168,65,2
,168,66,2
,168,67,1
,168,68,2
,168,85,2
,168,92,1
,168,102,2
,168,116,1
,168,127,2
,168,134,2
,168,142,1
,168,143,2
,168,157,1
,168,158,1
,168,162,1
,168,172,2
,168,190,2
,168,192,1
,168,199,1
,178,0,1
,178,5,1
,178,21,1
,178,29,2
,178,34,1
,178,35,1
,178,36,1
,178,38,1
,178,43,1
,178,45,2
,178,55,2
,178,64,2
,178,66,1
,178,71,1
,178,74,2
,178,76,2
,178,77,2
,178,83,2
,178,85,2
,178,91,1
,178,107,1
,178,142,1
,178,151,1
,178,159,2
,178,162,2
,178,168,1
,178,191,2
,178,199,1
,191,0,2
,191,17,2
,191,24,1
,191,35,1
,191,38,1
,191,43,2
,191,44,2
,191,58,2
,191,65,2
,191,66,1
,191,68,1
,191,74,1
,191,75,2
,191,79,1
,191,83,2
,191,94,1
,191,102,2
,191,116,1
,191,122,1
,191,146,1
,191,153,1
,191,158,2
,191,166,1
,191,168,2
,191,172,1
,191,174,1
,191,194,2
,3,1,2
,3,23,2
,3,24,2
,3,28,1
,3,29,1
,3,36,1
,3,54,1
,3,57,2
,3,64,2
,3,68,1
,3,69,1
,3,79,2
,3,85,1
,3,87,2
,3,92,2
,3,101,1
,3,107,1
,3,109,1
,3,127,1
,3,141,2
,3,143,2
,3,146,1
,3,147,2
,3,151,2
,3,154,2
,3,157,2
,3,161,1
,3,172,1
,3,178,2
,3,179,2
,3,181,1
,3,183,1
,3,187,2
,3,189,1
,3,198,2
,6,1,2
,6,13,1
,6,14,2
,6,18,2
,6,28,2
,6,32,1
,6,54,1
,6,96,2
,6,100,1
,6,101,1
,6,103,2
,6,111,1
,6,154,1
,6,160,1
,6,161,2
,6,177,1
,6,180,2
,6,183,1
,6,186,1
,9,1,1
,9,10,2
,9,14,2
,9,20,2
,9,30,2
,9,32,1
,9,37,2
,9,51,2
,9,70,1
,9,78,1
,9,81,2
,9,100,1
,9,105,2
,9,110,2
,9,126,2
,9,141,2
,9,154,2
,9,155,1
,9,161,2
,9,169,2
,9,176,1
,9,177,1
,9,181,2
,9,198,2
,1,13,1
,1,23,1
,1,30,2
,1,78,1
,1,81,1
,1,88,1
,1,92,2
,1,105,2
,1,109,1
,1,111,1
,1,112,2
,1,144,1
,1,154,1
,1,160,1
,1,176,2
,1,179,2
,1,183,2
,1,185,1
,1,187,2
,1,189,2
,14,1,1
,14,18,1
,14,23,2
,14,100,2
,14,101,1
,14,103,1
,14,107,1
,14,109,2
,14,112,1
,14,154,1
,14,177,2
,14,180,2
,14,186,2
,18,1,2
,18,3,2
,18,23,2
,18,28,2
,18,29,1
,18,56,1
,18,92,2
,18,96,2
,18,107,1
,18,111,2
,18,127,2
,18,143,1
,18,147,2
,18,161,2
,18,167,1
,18,172,1
,18,177,2
,18,179,1
,18,181,1
,18,183,2
,18,187,1
,28,1,1
,28,9,2
,28,12,2
,28,14,1
,28,23,2
,28,29,2
,28,30,2
,28,31,2
,28,37,2
,28,47,1
,28,78,2
,28,81,2
,28,96,2
,28,100,2
,28,103,2
,28,105,1
,28,112,2
,28,126,2
,28,139,2
,28,141,2
,28,147,2
,28,156,1
